UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,timestamp,ambient_temperature,humidity,factory_load
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,298.8,0.0,0.0,308.88,0.0447213595484585,0.0019999999998625,1432.2,29.97832550360314,898.6999999999825,45.7,5.83780780773054,34.07999999999966,84.0,112.29425630903836,12610.0,2024-01-01 20:00:00,32.28,36.73,66.63
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,298.82000000000005,0.0447213595510087,0.0020000000000905,308.88,0.0447213595484585,0.0019999999998625,1430.0,27.649593125396677,764.499999999983,45.62,5.802757964968007,33.671999999999656,44.6,91.40459507048864,8354.8,2024-01-01 20:15:00,26.69,56.71,88.51
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,298.84000000000003,0.0547722557512641,0.0030000000000818,308.88,0.0447213595484585,0.0019999999998625,1429.6,27.20845456838708,740.2999999999836,45.52,5.899321994941423,34.80199999999965,5.2,4.658325879540652,21.69999999999818,2024-01-01 20:30:00,28.18,86.89,77.81
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,298.88,0.0836660026538041,0.0070000000000663,308.9,0.0707106781178318,0.0049999999998836,1443.8,25.033976911389544,626.6999999999848,43.24,5.1679783281278935,26.70799999999958,7.8,4.658325879540652,21.69999999999818,2024-01-01 20:45:00,28.09,61.97,64.89
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,298.9,0.0707106781190693,0.0050000000000586,308.9,0.0707106781178318,0.0049999999998836,1447.8,16.99117417955525,288.6999999999851,45.18,4.430237013975621,19.626999999999622,10.4,4.219004621945582,17.79999999999818,2024-01-01 21:00:00,24.02,51.53,70.04
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,298.94,0.0547722557509203,0.0030000000000442,308.93999999999994,0.0547722557498312,0.0029999999999249,1519.6,159.8821440937042,25562.299999999992,40.56,8.475435092076369,71.83299999999956,13.0,3.162277660168092,9.99999999999818,2024-01-01 21:15:00,32.43,33.63,84.18
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,298.96,0.0547722557508399,0.0030000000000354,308.96,0.0547722557500154,0.002999999999945,1516.8,161.51996780584125,26088.69999999999,39.84,7.869752219733448,61.932999999999545,15.2,3.492849839314336,12.199999999998182,2024-01-01 21:30:00,27.65,80.7,71.58
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,298.98,0.0447213595502993,0.0020000000000271,308.98,0.0447213595496136,0.0019999999999658,1535.0,157.61345120261782,24841.99999999999,38.040000000000006,8.591449237468584,73.81299999999952,18.0,4.690415759823235,21.99999999999818,2024-01-01 21:45:00,30.06,58.95,79.88
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,298.98,0.0447213595502993,0.0020000000000271,308.98,0.0447213595496136,0.0019999999999658,1525.0,164.29242222330276,26991.99999999999,39.06,9.179760345455623,84.26799999999955,20.8,5.118593556827713,26.19999999999818,2024-01-01 22:00:00,32.4,33.65,61.9
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,298.98,0.0447213595502993,0.0020000000000271,308.98,0.0447213595496136,0.0019999999999658,1538.0,156.49121381087178,24489.49999999999,37.44,7.9248343831274815,62.80299999999953,23.8,5.263078946776134,27.699999999998177,2024-01-01 22:15:00,32.23,46.14,73.13
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,298.96,0.0547722557508198,0.0030000000000332,308.96,0.0547722557500154,0.002999999999945,1527.8,135.0062961494759,18226.69999999999,37.24,8.265772801135991,68.32299999999952,27.0,4.949747468305648,24.49999999999817,2024-01-01 22:30:00,33.33,40.84,79.19
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.93999999999994,0.05477225575086,0.0030000000000376,308.94,0.0547722557498312,0.0029999999999249,1606.6,176.6049263186053,31189.3,33.44,8.78936857800374,77.2529999999995,30.0,4.123105625617439,16.999999999998174,2024-01-01 22:45:00,29.51,58.02,71.78
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,298.92,0.044721359550451,0.0020000000000407,308.92,0.0447213595489367,0.0019999999999052,1643.2,179.329863659124,32159.2,32.5,9.24797275082488,85.5249999999995,32.4,3.9749213828701286,15.799999999998176,2024-01-01 23:00:00,27.88,63.11,87.43
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.93999999999994,0.0894427191002154,0.00800000000004,308.92,0.0447213595489367,0.0019999999999052,1649.4,169.9302798208724,28876.3,32.06,8.516043682367973,72.52299999999948,35.0,3.807886552931715,14.49999999999818,2024-01-01 23:15:00,29.6,52.45,67.28
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,298.96,0.089442719100201,0.0080000000000374,308.92,0.0447213595489367,0.0019999999999052,1676.4,146.83085506799992,21559.3,30.54,7.47014056092651,55.80299999999944,37.4,3.646916505761845,13.299999999998182,2024-01-01 23:30:00,21.56,71.66,73.85
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,298.98,0.0836660026536194,0.0070000000000354,308.94,0.0547722557498312,0.0029999999999249,1596.0,196.1721183043095,38483.5,35.82,11.516379639452651,132.62699999999958,39.6,3.646916505761845,13.299999999998182,2024-01-01 23:45:00,22.76,61.18,82.93
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,299.0,0.070710678118895,0.0050000000000339,308.96,0.0547722557500154,0.002999999999945,1545.0,147.15128269913245,21653.5,37.9,9.872942823697484,97.47499999999962,42.0,3.807886552931715,14.49999999999818,2024-01-02 00:00:00,23.39,75.93,68.0
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,299.0,0.070710678118895,0.0050000000000339,308.96,0.0547722557500154,0.002999999999945,1549.6,154.44189846023005,23852.300000000007,38.46,9.160949732424015,83.92299999999965,44.6,3.9749213828701286,15.799999999998176,2024-01-02 00:15:00,25.01,54.64,63.52
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,298.96,0.0547722557508366,0.003000000000035,308.92,0.0836660026528202,0.0069999999999017,1565.4,145.4864254836169,21166.30000000001,36.4,9.042123644365828,81.75999999999956,47.2,4.438468204234223,19.69999999999817,2024-01-02 00:30:00,32.0,90.0,76.44
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.92,0.0836660026536296,0.0070000000000371,308.9,0.0999999999993964,0.0099999999998792,1545.6,142.5650728614832,20324.80000000001,38.9,9.213305595713171,84.88499999999966,49.8,4.438468204234223,19.69999999999817,2024-01-02 00:45:00,25.47,51.53,88.99
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,298.88,0.0836660026536449,0.0070000000000397,308.88,0.0836660026525599,0.0069999999998581,1645.8,147.5726939511508,21777.70000000002,33.46,7.20923019468788,51.972999999999445,52.4,3.9749213828701286,15.799999999998176,2024-01-02 01:00:00,28.11,46.45,81.87
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,298.84000000000003,0.0547722557509339,0.0030000000000457,308.84,0.0547722557488614,0.0029999999998186,1729.0,204.11393876950203,41662.50000000002,30.54,9.00960598472538,81.17299999999936,54.8,3.4928498393143363,12.199999999998184,2024-01-02 01:15:00,36.5,44.61,98.79
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,298.82,0.044721359550563,0.0020000000000507,308.82000000000005,0.0447213595477705,0.0019999999998009,1690.0,217.3016336800072,47220.00000000002,32.68,10.032297842468566,100.64699999999944,57.0,3.1622776601680926,9.999999999998188,2024-01-02 01:30:00,28.22,56.84,79.89
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,298.8,0.0,0.0,308.82000000000005,0.0447213595477705,0.0019999999998009,1672.4,236.33196990673952,55852.80000000003,34.239999999999995,10.625111764118037,112.89299999999947,59.0,3.1622776601680926,9.999999999998188,2024-01-02 01:45:00,33.69,34.21,82.84
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,298.8,0.0,0.0,308.8,0.0707106781171374,0.0049999999997854,1657.8,249.74326817754272,62371.700000000026,34.040000000000006,10.392930289384196,108.0129999999995,61.2,3.4928498393143363,12.199999999998184,2024-01-02 02:00:00,25.33,64.42,89.8
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,298.8,0.0,0.0,308.76000000000005,0.0547722557482653,0.0029999999997533,1605.6,225.0617692990083,50652.800000000025,35.260000000000005,9.374593324512777,87.88299999999953,63.4,3.646916505761845,13.299999999998182,2024-01-02 02:15:00,28.97,31.42,88.81
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,298.8,0.0,0.0,308.73999999999995,0.054772255748098,0.002999999999735,1496.4,71.1463280851515,5061.800000000016,40.82,6.329849919231875,40.06699999999977,65.6,3.646916505761846,13.299999999998192,2024-01-02 02:30:00,25.25,62.43,91.39
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,298.8,0.0,0.0,308.73999999999995,0.054772255748098,0.002999999999735,1484.8,63.52322409953715,4035.2000000000176,42.06,6.8609766068687215,47.07299999999984,67.8,3.492849839314339,12.199999999998203,2024-01-02 02:45:00,28.3,39.73,79.77
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,298.82,0.0447213595505344,0.0020000000000481,308.74,0.054772255748098,0.002999999999735,1520.8,81.07527366589656,6573.20000000002,40.5,8.082388260904057,65.32499999999972,70.2,3.492849839314339,12.199999999998203,2024-01-02 03:00:00,34.2,54.28,83.96
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,298.84,0.0547722557508768,0.0030000000000394,308.73999999999995,0.054772255748098,0.002999999999735,1545.2,72.32703505605646,5231.200000000021,38.64,8.314926337617164,69.13799999999958,73.0,4.690415759823238,21.9999999999982,2024-01-02 03:15:00,21.36,69.07,98.69
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,298.84000000000003,0.0547722557508768,0.0030000000000394,308.72,0.0836660026517051,0.0069999999997151,1601.4,165.705461587722,27458.30000000001,36.92,10.786658426037206,116.35199999999946,75.8,5.118593556827716,26.19999999999821,2024-01-02 03:30:00,32.17,90.0,55.82
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,298.82,0.0836660026536984,0.0070000000000486,308.7,0.0999999999984819,0.0099999999996963,1612.2,154.33308135328605,23818.700000000008,35.92,9.61259590329269,92.4019999999994,78.6,4.979959839195314,24.79999999999822,2024-01-02 03:45:00,31.19,43.83,94.08
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,298.82,0.0836660026536984,0.0070000000000486,308.67999999999995,0.0836660026514822,0.0069999999996778,1612.4,154.1470077555838,23761.30000000001,34.46,7.959145682797829,63.34799999999933,82.0,5.147815070493328,26.49999999999823,2024-01-02 04:00:00,27.03,57.75,85.13
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,298.8,0.0707106781190608,0.0050000000000574,308.64,0.0547722557472554,0.0029999999996427,1585.4,163.78583577342704,26825.80000000001,36.3,8.495881355103746,72.17999999999947,85.4,4.979959839195314,24.79999999999822,2024-01-02 04:15:00,22.77,49.14,81.42
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,298.78,0.0447213595507203,0.0020000000000648,308.62,0.0447213595458036,0.001999999999625,1607.0,168.62680688431485,28435.00000000001,35.36,9.04256600750027,81.76799999999938,88.4,5.412947441089577,29.2999999999982,2024-01-02 04:30:00,30.36,46.95,82.02
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,298.78000000000003,0.0447213595507203,0.0020000000000648,308.62,0.0447213595458036,0.001999999999625,1518.8,94.33292108272708,8898.700000000013,40.0,6.343500610861468,40.23999999999981,91.4,5.128352561983056,26.299999999998175,2024-01-02 04:45:00,27.35,49.28,79.03
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,298.82000000000005,0.044721359550536,0.0020000000000483,308.64,0.0547722557472554,0.0029999999996427,1531.8,95.39496842077162,9100.200000000015,38.120000000000005,6.439099315898121,41.46199999999965,94.4,3.9749213828701264,15.79999999999816,2024-01-02 05:00:00,31.16,72.36,65.49
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,298.82,0.044721359550536,0.0020000000000483,308.62,0.0447213595458036,0.001999999999625,1552.0,97.1262065562123,9433.500000000016,36.82000000000001,6.7399554894672375,45.42699999999955,96.8,3.4928498393143315,12.199999999998152,2024-01-02 05:15:00,30.11,52.68,97.84
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,298.82,0.044721359550536,0.0020000000000483,308.62,0.0447213595458036,0.001999999999625,1596.2,109.12699024531014,11908.700000000015,34.06,6.961537186570173,48.46299999999937,99.0,3.162277660168088,9.999999999998156,2024-01-02 05:30:00,38.01,90.0,87.08
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,298.8,0.0707106781190653,0.005000000000058,308.6,0.0707106781158728,0.0049999999996065,1553.6,109.80801427946876,12057.800000000014,36.32,6.904491291905547,47.67199999999953,101.2,3.4928498393143315,12.199999999998152,2024-01-02 05:45:00,28.8,66.24,91.07
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,298.82,0.0836660026536954,0.0070000000000481,308.62,0.0836660026511705,0.0069999999996256,1554.0,109.2520022699814,11936.000000000018,36.120000000000005,6.571301241002386,43.18199999999951,103.4,3.646916505761839,13.29999999999814,2024-01-02 06:00:00,24.88,44.85,77.79
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,298.82,0.0836660026536954,0.0070000000000481,308.62,0.0836660026511705,0.0069999999996256,1552.8,109.14760647856652,11913.20000000002,37.54,6.789182572298347,46.09299999999959,105.6,3.646916505761839,13.29999999999814,2024-01-02 06:15:00,30.9,54.5,80.49
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,298.86,0.1140175425100479,0.0130000000000305,308.66,0.1140175425084603,0.0129999999996685,1495.0,148.12663501207342,21941.50000000002,41.08,8.280821215314326,68.57199999999982,107.8,3.4928498393143315,12.199999999998152,2024-01-02 06:30:00,31.1,47.97,89.98
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,298.88,0.1095445115011321,0.0120000000000216,308.67999999999995,0.1095445114996237,0.0119999999996911,1462.8,100.2980558136598,10059.70000000002,44.14,4.011608156338303,16.092999999999996,110.0,3.162277660168088,9.999999999998156,2024-01-02 06:45:00,36.8,72.0,78.83
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,298.92,0.0447213595500514,0.0020000000000049,308.72,0.0447213595470405,0.0019999999997356,1514.8,155.32449903347515,24125.70000000002,41.88,7.814537734248896,61.066999999999865,112.0,3.162277660168088,9.999999999998156,2024-01-02 07:00:00,34.18,35.42,86.5
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,298.92,0.0447213595500514,0.0020000000000049,308.7,0.070710678116627,0.0049999999997132,1540.2,148.85294756906907,22157.200000000023,39.38,8.642453355384667,74.6919999999997,114.0,3.162277660168088,9.999999999998156,2024-01-02 07:15:00,31.78,39.89,94.37
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,298.94,0.0547722557504902,0.0029999999999971,308.68,0.0836660026515667,0.0069999999996919,1494.4,174.9494212622609,30607.300000000025,43.24,12.9132877300864,166.75299999999993,116.0,3.162277660168088,9.999999999998156,2024-01-02 07:30:00,37.32,51.13,100.0
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,298.92,0.0447213595500514,0.0020000000000049,308.64,0.0547722557473443,0.0029999999996524,1515.0,152.42211125686464,23232.500000000025,42.4,12.43442801257862,154.61499999999987,118.0,3.162277660168088,9.999999999998156,2024-01-02 07:45:00,24.06,70.24,75.05
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,298.93999999999994,0.0547722557504902,0.0029999999999971,308.62,0.0447213595459124,0.0019999999996347,1523.2,155.57699058665463,24204.200000000023,41.440000000000005,12.522899025385447,156.82299999999978,120.0,3.162277660168088,9.999999999998156,2024-01-02 08:00:00,26.8,78.5,70.03
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,298.94,0.0547722557504902,0.0029999999999971,308.58000000000004,0.0447213595455311,0.0019999999996006,1489.6,112.82641534676188,12729.800000000028,42.42,11.494650929889078,132.12699999999984,122.0,3.162277660168088,9.999999999998156,2024-01-02 08:15:00,25.37,80.71,86.06
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,298.92,0.0836660026534377,0.007000000000005,308.54,0.0894427190975588,0.0079999999995648,1472.2,105.74119348673923,11181.200000000026,44.2,10.123734488813898,102.49,124.0,3.162277660168088,9.999999999998156,2024-01-02 08:30:00,28.05,67.95,88.61
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,298.88,0.0836660026535362,0.0070000000000215,308.5,0.0999999999976335,0.0099999999995267,1553.8,123.5362295037372,15261.200000000026,37.64,7.094927765664669,50.337999999999454,126.0,3.162277660168088,9.999999999998156,2024-01-02 08:45:00,23.12,58.76,74.22
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,298.84000000000003,0.1140175425100965,0.0130000000000416,308.46,0.0894427190971203,0.0079999999994863,1559.4,115.96033804711004,13446.800000000032,36.98,6.156053930887822,37.89699999999941,128.0,3.162277660168088,9.999999999998156,2024-01-02 09:00:00,33.18,71.92,83.37
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,298.78000000000003,0.0836660026538356,0.0070000000000716,308.42,0.044721359543781,0.0019999999994441,1528.0,127.31849826321402,16210.000000000033,39.18,8.426565136519127,71.0069999999996,130.2,3.4928498393143346,12.199999999998171,2024-01-02 09:15:00,28.89,42.83,69.77
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,298.76,0.0547722557512784,0.0030000000000834,308.4,0.0,0.0,1490.0,143.12581877495072,20485.000000000036,42.92,9.763042558547,95.31699999999992,132.6,3.9749213828701313,15.799999999998198,2024-01-02 09:30:00,22.65,32.33,75.62
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,298.76,0.0547722557512784,0.0030000000000834,308.42,0.044721359543781,0.0019999999994441,1537.6,172.60011587481637,29790.80000000004,40.4,11.770089209517474,138.53499999999968,135.0,4.123105625617443,16.999999999998206,2024-01-02 09:45:00,24.92,66.55,96.49
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,298.74,0.0547722557513588,0.0030000000000922,308.43999999999994,0.0547722557456215,0.0029999999994637,1474.2,135.2172326295729,18283.700000000037,44.0,9.435835946009236,89.03500000000003,137.6,4.277849927241279,18.299999999998214,2024-01-02 10:00:00,31.57,44.91,79.61
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,298.74,0.0547722557513588,0.0030000000000922,308.48,0.0836660026504618,0.006999999999507,1445.4,157.54777053325773,24821.30000000004,46.42,10.652558378155,113.47700000000026,140.8,4.96990945591549,24.6999999999982,2024-01-02 10:15:00,34.19,59.02,88.31
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,298.76,0.0547722557512784,0.0030000000000834,308.52,0.0836660026507336,0.0069999999995525,1449.2,157.31242798965388,24747.20000000004,46.38,10.637997931941904,113.16700000000026,143.8,5.118593556827711,26.199999999998155,2024-01-02 10:30:00,39.98,61.79,74.45
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,298.76,0.0547722557512784,0.0030000000000834,308.56000000000006,0.0547722557468669,0.0029999999996002,1429.0,175.60609328835957,30837.50000000004,46.94,11.135663428821845,124.0030000000003,147.2,5.8906705900091,34.69999999999816,2024-01-02 10:45:00,44.57,63.72,87.07
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,298.76000000000005,0.0547722557512784,0.0030000000000834,308.58000000000004,0.0447213595458147,0.001999999999626,1389.0,103.13825672368152,10637.500000000036,48.46,8.09215669645617,65.48300000000044,150.6,5.594640292279585,31.2999999999982,2024-01-02 11:00:00,32.07,74.07,79.92
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,298.76,0.0547722557512784,0.0030000000000834,308.58000000000004,0.0447213595458147,0.001999999999626,1413.8,125.03879398010858,15634.700000000035,46.36,10.100643543854035,102.02300000000024,153.8,4.658325879540652,21.699999999998195,2024-01-02 11:15:00,25.05,72.48,89.62
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,298.74,0.0894427191004958,0.0080000000000901,308.54,0.0894427190976287,0.0079999999995773,1510.0,183.8926317175325,33816.500000000044,40.94,11.303450800529893,127.76799999999982,156.4,4.21900462194558,17.799999999998164,2024-01-02 11:30:00,20.0,62.93,77.92
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,298.7,0.1000000000005433,0.0100000000001086,308.5,0.0999999999976538,0.0099999999995307,1501.6,188.2825005145195,35450.30000000004,41.16,11.51794252460047,132.66299999999984,159.2,3.492849839314334,12.19999999999817,2024-01-02 11:45:00,31.34,53.37,82.06
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,298.66,0.0894427191007214,0.0080000000001305,308.46,0.0894427190971203,0.0079999999994863,1526.2,155.27298541600868,24109.700000000048,38.48,8.395653637448346,70.48699999999964,162.0,4.690415759823236,21.999999999998185,2024-01-02 12:00:00,25.94,61.62,84.62
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,298.6,0.0707106781198496,0.0050000000001689,308.42,0.044721359543781,0.0019999999994441,1526.6,155.22660854376755,24095.300000000047,37.98,8.643610356789551,74.7119999999996,165.0,5.431390245599941,29.499999999998185,2024-01-02 12:15:00,27.92,51.06,75.5
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,298.56000000000006,0.0547722557523058,0.0030000000001959,308.4,0.0,0.0,1540.2,160.03655832340326,25611.700000000048,38.16,8.58038460676441,73.62299999999962,168.0,5.431390245599941,29.499999999998185,2024-01-02 12:30:00,26.94,57.05,77.82
